ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
772,NKWWBH,7Z9IQ-QAH6T-PCCR1,XVWQD-3U1CK-AE2K4,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-05-16T21:46:01
773,NKWWBH,7SN98-T5PZJ-6RFEO,UGZ4R-1Y3RX-BVT4Z,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-05-16T21:46:39
774,NKWWBH,GPWEN-NTBBD-B0FWI,OOLEH-P3904-CIP38,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-16T21:47:12
775,NKWWBH,8G8SE-VOU4L-JD9B8,RPL9S-UXGGG-9M4ZH,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-05-16T22:50:18
776,NKWWBH,7Z9IQ-QAH6T-PCCR1,XVWQD-3U1CK-AE2K4,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-05-16T22:50:33
777,NKWWBH,7SN98-T5PZJ-6RFEO,UGZ4R-1Y3RX-BVT4Z,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-16T22:50:50
778,NKWWBH,GPWEN-NTBBD-B0FWI,OOLEH-P3904-CIP38,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-16T22:51:05
779,NAEDAI,PWS2W-37280-5NLIT,JVRPC-KP7M9-WMZXS,['E3'],2022-05-18T14:25:20
780,NAEDAI,0J2IN-2HKLF-Z247P,JVRPC-KP7M9-WMZXS,['E3'],2022-05-18T17:16:46
781,NAEDAI,GHUKV-30PWF-4JY4K,JVRPC-KP7M9-WMZXS,['E3'],2022-05-18T18:23:17
782,NHVOTR,NN7QJ-SN12O-FEODZ,QCKAP-BTRK3-OQZ3P,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1', 'E1']",2022-05-18T23:00:04
783,NAEDAI,CCMYX-8Z41U-1N2TJ,GQOM7-A80QA-8PPEW,['F5'],2022-05-19T15:01:11
784,NAEDAI,NNS3L-X96B8-LITRU,GQOM7-A80QA-8PPEW,['E3'],2022-05-19T15:01:12
785,NAEDAI,42LU2-T6TJK-U00GU,JVRPC-KP7M9-WMZXS,['E3'],2022-05-19T18:21:40
786,NAEDAI,7EM0J-49YZP-O64PG,JVRPC-KP7M9-WMZXS,['E3'],2022-05-19T18:52:31
787,NAEDAI,LI5L5-MUOC8-M1HMF,JVRPC-KP7M9-WMZXS,['E3'],2022-05-19T19:14:36
788,NAEDAI,BIM5Q-1GS4O-K9Y5Q,K3D67-111OS-A7ML3,['E3'],2022-05-22T08:02:49
789,NAEDAI,1NU2F-H4DVN-18XL0,RPSFG-FUNX4-2DF2O,['F5'],2022-05-22T08:03:22
790,NAEDAI,56JNI-YSFD8-FNBMI,7RAXR-9TUVA-Z6XX7,['F5'],2022-05-22T08:03:22
791,NAEDAI,6EQ2A-M7E3F-TX7AO,K3D67-111OS-A7ML3,['E3'],2022-05-22T18:46:03
792,NAEDAI,JMH1O-G0MVP-CNGCK,K3D67-111OS-A7ML3,['E3'],2022-05-22T19:47:25
793,NAEDAI,BHHSR-8H160-UGOVL,GND3M-ULL1H-IUHET,['E3'],2022-05-23T03:18:51
794,NALIMR,FKE4P-MOLQG-WOGM9,GND3M-ULL1H-IUHET,['E3'],2022-05-25T06:46:16
795,NAEDAI,O0A70-YZR3Q-KBY45,CMC48-H624E-ZUBHB,['E3'],2022-06-01T16:01:41
796,NAEDAI,UPU0A-K59T3-QDT71,SDCGQ-1F6KL-96VKP,['E3'],2022-06-01T16:01:51
797,NAEDAI,E6AUV-E1T2V-379JU,JVRTM-JLTVQ-9E9A1,['E3'],2022-06-01T16:01:57
798,NAEDAI,CTYBY-A9DI7-080Y9,7ALT4-HW0I4-4GMMV,['E3'],2022-06-01T16:02:08
799,NAEDAI,YGL7A-8QP2P-LQ8S0,KOTJN-69LFC-FBB93,['E3'],2022-06-01T16:02:18
800,NAEDAI,Y0T51-557TP-621IO,OXO55-QFUC1-KPXSG,['E3'],2022-06-01T16:02:25
801,NAEDAI,3DP03-SXPS2-MRIZ9,JVRTM-JLTVQ-9E9A1,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'F4', 'F4', 'F4', 'F4', 'E1', 'E1', 'E1', 'E1', 'F4', 'E1', 'E1']",2022-06-01T16:11:31
802,NKGHXN,VOCP2-R9LUW-QAP26,GND3M-ULL1H-IUHET,['E3'],2022-06-08T14:32:50
803,NGSMYE,B1IZ5-J5EAQ-YNYS8,W2PSK-D8CWN-Y0LCU,['E3'],2022-06-09T00:46:41
804,NGSMYE,DG37E-HLKEI-IUX66,GNW2C-GDCYA-D0LYV,['F5'],2022-06-09T01:03:43
805,NGSMYE,NRDFW-6OPKW-Y3GPQ,O5P5F-P6DB1-LLPQ7,['E3'],2022-06-09T18:56:17
806,NGSMYE,AJIYC-WWS1I-0O7GQ,VUY88-JEYWP-CV173,['E3'],2022-06-10T00:54:01
807,NBKGAZ,6N7T6-ZKG7Q-CDWLN,MD1YZ-AF04L-JJ5R0,['E3'],2022-06-10T16:51:50
808,NBKGAZ,2N15L-N2N6E-QB05F,HI5IU-BKB54-7RPOC,['E3'],2022-06-10T16:51:53
809,NBKGAZ,MD912-L4ER8-Y4XEN,2FZOW-G5LNO-PA8TI,['E3'],2022-06-10T16:51:56
810,NBKGAZ,0F4RW-3C20Y-AEZJL,Y980A-R3WH6-6E936,['F5'],2022-06-10T16:52:19
811,NBKGAZ,K8FRJ-JF320-A6UTJ,Y980A-R3WH6-6E936,['E3'],2022-06-10T16:52:19
812,NBKGAZ,MVHQO-4U16L-CLLJE,J7M9P-EZEY4-IQ1JQ,['E3'],2022-06-10T16:52:23
813,NBKGAZ,UL4GQ-F6N6T-FVLWP,6PUSJ-9MDUI-04EE4,['F5'],2022-06-10T16:52:29
814,NBKGAZ,9EUCI-1KJJ6-TGWPU,6PUSJ-9MDUI-04EE4,['E3'],2022-06-10T16:52:29
815,NBKGAZ,M5JOQ-EK4KV-OYA2J,4N75L-L2A4A-TSEC4,['E3'],2022-06-10T16:52:32
816,NBKGAZ,G51ON-XXD1K-BDRPR,54JBI-P8I5C-EDVGC,['E3'],2022-06-10T16:52:33
817,NBKGAZ,8DOZO-IQELO-9JJDE,LJYXH-P67C6-PLH2O,['E3'],2022-06-10T16:52:37
818,NBKGAZ,2EWPY-1H8IN-D2XUV,CDPV7-AC174-8DMZ2,['E3'],2022-06-10T16:55:49
819,NBKGAZ,J2R6Z-44PA9-SDSUV,2FZOW-G5LNO-PA8TI,['E3'],2022-06-10T17:09:13
820,NBKGAZ,B0DIK-QEKDG-E6608,2FZOW-G5LNO-PA8TI,['F5'],2022-06-10T17:09:13
821,NBKGAZ,KRUEX-AQ1AN-RBA7F,QTLUF-FKL1G-56WEM,['E3'],2022-06-10T17:33:12
822,NBKGAZ,URG8X-0Z1YS-68VDC,KLBV6-Q5QZO-EQ7SD,['E3'],2022-06-10T17:33:18
823,NBKGAZ,24SSB-DQTDL-77NNX,6M959-GDC9I-RTHH3,['E3'],2022-06-10T17:33:26
824,NBKGAZ,X3KX1-BPS1I-3YSKA,NCBFE-OSAW6-ONXIL,['E3'],2022-06-10T17:33:35
825,NBKGAZ,M0JE9-JY263-IIT68,9C7PA-Q0O5U-YI60R,['E3'],2022-06-10T17:33:42
826,NBKGAZ,SQSV5-SEP33-A9SGS,Z7TQR-0RI9C-V3V4X,['E3'],2022-06-10T17:34:01
827,NBKGAZ,8U31I-DKT8K-C1ZAQ,FOORL-YHX5D-B60FU,['E3'],2022-06-10T17:41:27
828,NBKGAZ,L3IU1-NRNLW-KJRIY,BLWG2-VJPX3-AZASP,['E3'],2022-06-10T18:39:07
829,NBKGAZ,67PYA-ZE567-GT3KJ,P8M2A-KLZAX-C7JM3,['E3'],2022-06-10T18:42:55
830,NBKGAZ,VK0X7-BDYQ4-YT7VK,P8M2A-KLZAX-C7JM3,['F5'],2022-06-10T18:51:54
831,NBKGAZ,EDYCJ-7WC91-ANO94,VLPWH-8KMZ8-HC9LP,['F5'],2022-06-10T20:46:35
832,NBKGAZ,MEKM1-WQS1B-TYM5B,VLPWH-8KMZ8-HC9LP,"['S1', 'F2', 'E1']",2022-06-10T20:49:38
833,NBKGAZ,X43TD-9WJOU-K125U,8U7JP-QNAZT-X1ZKR,['E3'],2022-06-10T21:28:29
834,NBKGAZ,TU0L5-H8L6F-HUMLG,8U7JP-QNAZT-X1ZKR,['F5'],2022-06-10T21:30:18
835,NBKGAZ,Y8E74-XRIJD-RK5V1,YK1QY-C4NK9-PZDAV,"['S1', 'F2', 'E1']",2022-06-10T21:41:24
836,NBKGAZ,EQDYR-CUMGJ-QZPPR,YK1QY-C4NK9-PZDAV,['F5'],2022-06-10T21:44:02
837,NBKGAZ,RLW5U-IM00B-NF19S,VO08Y-FB288-03RSK,['F5'],2022-06-10T23:54:02
838,NBKGAZ,40Y7G-YTG1L-6CRQ2,VLPWH-8KMZ8-HC9LP,['F5'],2022-06-10T23:54:24
839,NHVOTR,NN7QJ-SN12O-FEODZ,QCKAP-BTRK3-OQZ3P,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-06-11T12:02:13
840,NHVOTR,6D00Y-05CKG-GRQKY,W9G2E-00UWT-EFQDR,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-06-11T12:02:16
841,NKWWBH,T9WUU-MHC77-MUH9I,J3S5R-9SMEP-5NNTP,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-06-12T17:55:54
842,NKWWBH,LN491-WW8NQ-5XDXX,V4QIV-VHWJ6-VQZ1L,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-06-12T17:56:23
843,NKWWBH,1I1EI-26HCS-F4LSU,W4RBU-PRGE6-3320I,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-06-12T17:56:55
844,NKWWBH,6X08L-AOCNK-IZ5M9,JFXY2-UNEGD-R1F6O,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T17:57:24
845,NKWWBH,T9WUU-MHC77-MUH9I,J3S5R-9SMEP-5NNTP,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-06-12T18:58:00
846,NKWWBH,LN491-WW8NQ-5XDXX,V4QIV-VHWJ6-VQZ1L,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T19:02:51
847,NKWWBH,1I1EI-26HCS-F4LSU,W4RBU-PRGE6-3320I,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T19:08:12
848,NKWWBH,6X08L-AOCNK-IZ5M9,JFXY2-UNEGD-R1F6O,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T19:14:29
849,NKWWBH,LN491-WW8NQ-5XDXX,V4QIV-VHWJ6-VQZ1L,"['S1', 'F1', 'F1', 'F2', 'F1', 'F1', 'E1']",2022-06-12T20:33:31
850,NKWWBH,1I1EI-26HCS-F4LSU,W4RBU-PRGE6-3320I,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T20:34:03
851,NKWWBH,6X08L-AOCNK-IZ5M9,JFXY2-UNEGD-R1F6O,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T20:34:29
852,NKWWBH,T9WUU-MHC77-MUH9I,J3S5R-9SMEP-5NNTP,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-12T20:35:23
853,NAEDAI,88QHZ-K7YZV-ZBV7T,DOIMZ-3ISW3-CIKHJ,['F5'],2022-06-13T06:36:04
854,NAEDAI,V4OHU-XA4EA-VKEO8,WE3RR-3WRNT-ATMA6,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-13T06:36:05
855,NKWWBH,T9WUU-MHC77-MUH9I,J3S5R-9SMEP-5NNTP,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-06-13T06:37:51
856,NKWWBH,LN491-WW8NQ-5XDXX,V4QIV-VHWJ6-VQZ1L,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-06-13T06:38:13
857,NBKGAZ,OEG3Y-2QQT5-SFMMW,NCBFE-OSAW6-ONXIL,['E3'],2022-06-14T17:52:32
858,NBKGAZ,FHSES-EM4XS-MEVVH,FOORL-YHX5D-B60FU,['F5'],2022-06-14T18:17:51
859,NBKGAZ,DE1XA-4J7US-G6ZIW,FOORL-YHX5D-B60FU,['E3'],2022-06-14T18:17:51
860,NBKGAZ,W9JPB-BSU5L-E1UE0,S03UW-WSR98-CZ385,['E3'],2022-06-14T18:18:08
861,NBKGAZ,ZT1BK-UC4HT-K09PU,O8P0U-QSA1H-SEK78,['F5'],2022-06-16T00:00:08
862,NBKGAZ,UADA2-77TPF-5NWIM,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-16T00:01:11
863,NBKGAZ,KR2WV-SGO6A-OM0KG,O01RE-EMRMG-CGIJX,['E3'],2022-06-16T01:16:06
864,NBKGAZ,5P7I4-PN9SE-4NLPM,O8P0U-QSA1H-SEK78,['F5'],2022-06-16T16:43:44
865,NBKGAZ,858KY-4RWKO-838VX,O8P0U-QSA1H-SEK78,['E3'],2022-06-16T16:47:50
866,NBKGAZ,49BK5-7394D-8OHYI,O8P0U-QSA1H-SEK78,['F5'],2022-06-16T16:53:30
867,NBKGAZ,UADA2-77TPF-5NWIM,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-16T17:05:22
868,NBKGAZ,2BRPR-05UB4-SA4KM,O8P0U-QSA1H-SEK78,['F5'],2022-06-16T19:18:59
869,NBKGAZ,9K8G4-X8ZYI-9ZJS1,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-16T19:23:52
870,NBKGAZ,KWQPQ-5CHR0-AWJOD,NCBFE-OSAW6-ONXIL,['E3'],2022-06-16T23:17:22
871,NAEDAI,UUA81-UGVLW-GUC1G,1BL7K-1X739-GK1J4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-19T06:37:42
872,NALIMR,GMUG3-WE8EO-01JAI,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'E2']",2022-06-20T20:45:23
873,NALIMR,GMUG3-WE8EO-01JAI,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'E2']",2022-06-20T20:45:58
874,NALIMR,GMUG3-WE8EO-01JAI,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'E2']",2022-06-20T20:46:19
875,NALIMR,GMUG3-WE8EO-01JAI,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'E2']",2022-06-20T20:46:19
876,NALIMR,GMUG3-WE8EO-01JAI,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'E2']",2022-06-20T20:46:20
877,NBKGAZ,PMZFS-PVP39-M3TCP,NI65L-WQN2J-5Q7EL,['E3'],2022-06-21T13:24:36
878,NAEDAI,8ZLLN-2QVR0-YAATG,376TY-D42UP-5HSWF,['E3'],2022-06-21T16:13:25
879,NAEDAI,PL58B-65ESD-JCNGM,GND3M-ULL1H-IUHET,['F5'],2022-06-21T16:20:54
880,NBKGAZ,BSM9Z-NX7RR-DR63S,NI65L-WQN2J-5Q7EL,['F5'],2022-06-22T02:46:16
881,NBKGAZ,6NOHL-C8KKN-NZ0EH,NI65L-WQN2J-5Q7EL,['E3'],2022-06-22T02:46:16
882,NKWWBH,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-22T09:24:24
883,NKWWBH,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-22T10:51:00
884,NKWWBH,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-22T12:02:34
885,NBKGAZ,HAL21-JAS6W-HAIMS,O8P0U-QSA1H-SEK78,['F5'],2022-06-22T16:13:22
886,NBKGAZ,NGZZ3-VRH2K-5U9AN,O8P0U-QSA1H-SEK78,['E3'],2022-06-22T16:18:18
887,NBKGAZ,6Q9CZ-WDFPH-4J0ZR,O8P0U-QSA1H-SEK78,['F5'],2022-06-22T16:20:39
888,NBKGAZ,UADA2-77TPF-5NWIM,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-22T16:42:33
889,NBKGAZ,VM1K8-H4NIZ-TNQCW,O8P0U-QSA1H-SEK78,['F5'],2022-06-22T18:51:15
890,NBKGAZ,9K8G4-X8ZYI-9ZJS1,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-22T18:55:38
891,NBKGAZ,0MMYY-V8O0M-M1KUA,O8P0U-QSA1H-SEK78,['F5'],2022-06-22T20:16:19
892,NBKGAZ,9K8G4-X8ZYI-9ZJS1,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-06-22T20:35:18
893,NBKGAZ,HP2FX-9YTNB-DJTWA,NCBFE-OSAW6-ONXIL,['E3'],2022-06-22T23:38:41
894,NGSMYE,B1M4O-F61LS-72XAH,VUY88-JEYWP-CV173,['E3'],2022-06-23T23:08:49
895,NBKGAZ,3IH05-RDJ73-MBXMJ,22P5J-XXXLV-IYRKZ,['E3'],2022-06-24T03:01:34
896,NBKGAZ,WME0M-SDYSL-DTTLH,6JARJ-EZGIV-OJ9XS,['E3'],2022-06-24T03:02:01
897,NBKGAZ,ZJKVR-4LJJ0-I8BSG,WV5NV-F66B2-1DW5O,['E3'],2022-06-24T03:02:20
898,NALIMR,GMUG3-WE8EO-01JAI,9UU45-6QG8O-YEV35,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-06-24T20:44:28
899,NKGHXN,01PKG-936EA-2Z6J5,QRAQY-YHYRZ-86GVS,['E3'],2022-06-28T21:26:18
900,NKGHXN,ZXJ9G-D3230-INC5J,7B5AH-73LVP-XDVC1,['E3'],2022-06-28T21:26:24
901,NKWWBH,VNMV2-WYFDQ-CKH63,52X6K-M5LEL-EV75R,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-01T00:29:59
902,NALIMR,5FEN7-EX8YB-U7YO7,HXUPE-RYS7I-16DSY,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-02T15:07:10
903,NALIMR,D5PG7-YZ6WS-LV4O5,EBN95-L4H4Y-2AZRQ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-02T15:07:30
904,NALIMR,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F2', 'F1', 'F1', 'F4', 'E1']",2022-07-02T15:07:45
905,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-07-02T15:10:13
906,NALIMR,5FEN7-EX8YB-U7YO7,HXUPE-RYS7I-16DSY,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-07-02T22:21:30
907,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1', 'F4', 'E1']",2022-07-02T22:22:20
908,NALIMR,GMUG3-WE8EO-01JAI,9UU45-6QG8O-YEV35,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-02T22:22:26
909,NALIMR,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'E1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-07-06T00:00:21
910,NALIMR,VCDI3-X1S14-40FAV,B7H1Q-Z3C11-M9JV4,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F2', 'F4', 'E1', 'E1']",2022-07-06T00:00:36
911,NGSMYE,YBZF8-51CSP-0123V,UU8WE-RCPZM-WFDDZ,['E3'],2022-07-08T00:09:04
912,NGSMYE,OBGSK-6VMWA-XSDYU,UU8WE-RCPZM-WFDDZ,['F5'],2022-07-08T01:46:47
913,NGSMYE,G6WYK-7NNPO-0FR2Q,SM82B-1A9Z8-GQ6YZ,['E3'],2022-07-08T01:57:43
914,NALIMR,W4ATW-LRTPO-XZXRO,OH4A5-LZVYQ-I5FW5,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-07-10T15:00:43
915,NALIMR,GMUG3-WE8EO-01JAI,9UU45-6QG8O-YEV35,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'F4', 'S1', 'F1', 'F1', 'E1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1', 'F4', 'E1']",2022-07-10T15:01:00
916,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-07-10T15:01:23
917,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T20:54:32
918,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-10T20:57:45
919,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T21:03:13
920,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T21:07:08
921,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T22:14:27
922,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-10T22:14:42
923,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T22:14:59
924,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T22:15:23
925,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T22:46:22
926,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-10T22:46:50
927,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-10T22:47:14
928,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-10T22:52:15
929,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-11T01:00:24
930,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-11T01:00:41
931,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-11T01:00:59
932,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-11T01:01:15
933,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-11T02:41:11
934,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-11T02:41:27
935,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-11T02:41:53
936,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-11T02:42:11
937,NKWWBH,RAUZO-LN6GF-UU6XU,9DIX7-L5W91-LYFIG,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-11T03:13:44
938,NKWWBH,L0O9P-F3818-S6UQE,UHHP4-IH8OY-PVERR,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-11T03:14:02
939,NKWWBH,661WH-DKHXB-7XOLQ,P6IYR-1YJ55-GGSCI,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-07-11T03:14:23
940,NKWWBH,4KAG0-4II7P-QSEYQ,T3WO8-IRA9V-K1HCT,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-11T03:14:41
941,NALIMR,W4ATW-LRTPO-XZXRO,OH4A5-LZVYQ-I5FW5,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-07-11T23:45:13
942,NALIMR,VCDI3-X1S14-40FAV,B7H1Q-Z3C11-M9JV4,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F4', 'F2', 'F1', 'E1', 'F4', 'E1']",2022-07-11T23:45:23
943,NALIMR,5FEN7-EX8YB-U7YO7,HXUPE-RYS7I-16DSY,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-07-11T23:45:31
944,NALIMR,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'F4', 'E1']",2022-07-11T23:45:35
945,NALIMR,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-07-11T23:45:40
946,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'F4', 'E1']",2022-07-11T23:46:10
947,NALIMR,ZIQ00-9SWEY-V1JRM,9UU45-6QG8O-YEV35,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-11T23:46:33
948,NAEDAI,BWME0-91F6I-TUUM5,P7D6N-HK6Y2-5OK31,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-14T05:40:56
